category,text
0,australia rates at four year high australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country s economy.  the reserve bank of australia lifted interest rates 0.25% to 5.5%  their first upwards move in more than a year. however  shortly after the bank made its decision  new figures showed a fall in economic growth in the last quarter. the bank said it had acted to curb inflation but the move was criticised by some analysts.  the rate hike was the first since december 2003 and had been well-flagged in advance. however  opposition parties and some analysts said the move was ill-timed given data showing the australian economy grew just 0.1% between october and december and 1.5% on an annual basis.  the figures  representing a decline from the 0.2% growth in gdp seen between july and september  were below market expectations. consumer spending remains strong  however  and the bank is concerned about growing inflationary pressures.  over recent months it has become increasingly clear that remaining spare capacity in the labour and goods markets is becoming rather limited   said ian macfarlane  governor of the reserve bank.  at 2.6%  inflation remains within the bank s 2-3% target range. however  exports declined in the second half of 2004  fuelling a rise in the country s current account deficit - the difference in the value of imports compared to exports - to a record australian dollar 29.4bn. the australian government said the economy remained strong with unemployment at a near 30 year low.  the economy has been strong and it is properly moderating but it doesn t look to me like it s slowing in any unreasonable way   said treasurer peter costello. stock markets had factored in the likelihood of a rate rise but analysts still expressed concern about the strength of the economy.  that 1.5% annual growth rate is the lowest we have seen since the post-election slump we saw back in 2000-1   said michael blythe  chief economist at the commonwealth bank of australia.  this suggests the economy really did slow very sharply in the second half of 2004.
0,chinese exports rise 25% in 2004 exports from china leapt during 2004 over the previous year as the country continued to show breakneck growth.  the spurt put china s trade surplus - a sore point with some of its trading partners - at a six-year high. it may also increase pressure on china to relax the peg joining its currency  the yuan  with the weakening dollar. the figures released by the ministry of commerce come as china s tax chief confirmed that growth had topped 9% in 2004 for the second year in a row. state administration of taxation head xie xuren said a tightening of controls on tax evasion had combined with the rapid expansion to produce a 25.7% rise in tax revenues to 2.572 trillion yuan ($311bn; Â£165bn).  according to the ministry of commerce  china s exports totalled $63.8bn in december  taking the annual total up 35.4% to $593.4bn. with imports rising a similar amount  the deficit rose to $43.4bn. the increased tax take comes despite healthy tax rebates for many exporters totalling 420bn yuan in 2004  according to mr xie. china s exporting success has made the trade deficit of the united states soar even further and made trade with china a sensitive political issue in washington. the peg keeping the yuan around 8.30 to the dollar is often blamed by us lawmakers for job losses at home. a us report issued on tuesday on behalf of a congressionally-mandated panel said almost 1.5 million posts disappeared between 1989 and 2003. the pace accelerated in the final three years of the period  said the report for the us-china economic and security review commission  moving out of labour-intensive industries and into more hi-tech sectors. the us s overall trade deficit with china was $124bn in 2003  and is expected to rise to about $150bn for 2004.
1,gb quartet get cross country call four british athletes have been pre-selected to compete at the world cross country championships in march after impressive starts to the season.  hayley yelling  jo pavey  karl keska and adam hickey will represent team gb at the event in france. yelling clinched the women s european cross country title last month and pavey followed up with bronze. keska helped the men s team to overall third place while hickey finished in 10th place on his junior debut.  winning the european cross country title meant so much to me   said yelling.  and being pre-selected for the worlds means that i can focus on preparing in the best way possible.  the 32-year-old will race alongside olympic 5 000m finalist pavey in the women s 8km race on 19 march. keska  who has made a successful return from a long-term injury lay-off  contests the men s 12km race on 20 march  while 16-year-old hickey goes in the junior men s 8km on the same day. the rest of the team will be named after the trials at wollaton park in nottingham  which take place on 5 march.
0,yukos owner sues russia for $28bn the majority owner of embattled russian oil firm yukos has sued the russian government for $28.3bn (Â£15.2bn).  the kremlin last year seized and sold yukos  main production arm  yugansk  to state-run oil group rosneft for $9.3bn to offset a massive back tax bill. group menatep  the gibraltar-based holding company which controls 51% of yukos  says this was illegal. menatep has already asked rosneft to repay a $900m loan that yugansk had secured on its assets.  the russian government s argument for selling yuganskneftegaz - the unit s full name - was that yukos owed more than $27bn in back taxes for the years from 2000 onwards. it accused the firm of using a web of offshore firms to avoid its tax liabilities  and the courts sent in bailiffs to freeze yukos accounts and seize yugansk.  but critics say the sell-off  and the assault on yukos  finances  are part of an attempt to bring the energy industry back under state control. according to menatep  the government s actions were contrary to the 1994 energy charter treaty  which was designed to regulate disagreements over energy investments.  we have warned the russian government about their continuing attacks against yukos  its personnel and its shareholders and we have warned any buyer of yuganskneftegaz that they would face a lifetime of litigation   said tim osborne  a director of group menatep.  the time for warning is over and actions to recover the value of our losses begin in earnest today.   menatep said the value of its yukos shareholding had gone from $17.8bn to  virtually nothing  since 2003 as a result of the russian government s action  as its shares have fallen 97%. according to its paris lawyer  emmanuel gaillard of shearman and sterling  the overall claim is based on that figure  with a 60% addition for the share gains that could have accrued since then. arbitration of the lawsuit could take place in stockholm or the hague  mr gaillard said. while russia has signed the charter  it has never ratified it - which some experts say could make it difficult for menatep to press its case. but mr gaillard told bbc news that the charter came into effect on signature  not ratification.  russia has said in the past that it is bound by it  so as to attract foreign investors   he said.  yukos is still waiting to see what will happen to its filing in a us court for bankruptcy protection. it took the action to try to prevent the forced sale of yugansk - first to a little-known shell company  which in turn was bought by rosneft. yukos claims its downfall was punishment for the political ambitions of its founder mikhail khodorkovsky. mr khodorkovsky  currently facing fraud and tax evasion charges of his own  was one of the founders of menatep. he has since signed over his shareholding to one of his fellow investors.
0,arsenal  may seek full share listing  arsenal vice-chairman david dein has said the club may consider seeking a full listing for its shares on the london stock exchange.  speaking at the soccerex football business forum in dubai  he said a full listing was  one of the options  for funding after the club moves to its new stadium. the club - which is currently listed on the smaller ofex share exchange - is due to move into its new 60 000-seater emirates stadium at ashburton grove for the start of the 2006/07 season. mr dein also warned the current level of tv coverage of the premiership may be reaching saturation level  with signs that match attendances have been dropping off in the first few months of this season.  when arsenal moves to its new stadium it will see its proportion of turnover from media earnings drop from 52% this season to 34% in two years  time. the club is hoping to increase matchday earnings from 29% to 40% of turnover  and has not ruled out other money-earning means  including a full share listing.  when the new stadium opens we will go through a thorough financial review   mr dein said.   listing would be one option  but we are flexible and no decisions have been made on that issue yet.  we want to be in the best financial health - maybe clubs can do it (listing)  manchester united have been a success.   mr dein said that  although television money and coverage had driven the english game forward in the past 10 years  he feared there might now be too many games being shown. since the formation of the premier league in season 1992/93  premiership clubs have seen their income from television soar.  television has been the driving force over the past 10 years... but we must constantly improve if we want to remain as the world s leading league competition.  we must monitor the quality of the product and ensure attendances do not decline  and we must balance that with the quantity of exposure on tv too.  i think we have practically reached saturation point... sometimes i think less is more.   the club is funding its move to ashburton grove through a number of sources  including debt from banks  from money it already has and will receive in coming years from sponsors  and from the sale of surplus property  including its highbury stadium. it is also looking to create new revenue streams from overseas markets  including asia.  we have two executives travelling round japan and china at the moment building relationships with organisations and clubs  and we know our supporters clubs are growing there too  as they are around the world.  we have got a very good product  so it is very important we go and look at these markets  and make sure we are on the case.
1,keegan hails comeback king fowler manchester city boss kevin keegan has praised striker robbie fowler for his landmark return to form.  the 29-year-old  out of favour at city earlier this season  took his premiership goal tally past 150 with a brace in monday s 3-2 win at norwich.  he is still a quality player and knows where the net is - we have just got to supply him with ammunition and  in the end  we did   keegan said.  he has worked hard to get back to where he is now.  the former liverpool striker  who moved to city in 2003 after a poor stint at leeds  has battled back into first-team contention after struggling with fitness at the start of the season.  fowler overtook les ferdinand on tuesday evening to become the third highest scorer of all time in the premiership  with 151 goals  and he only trails alan shearer (250) and andy cole (173). and keegan believes there is still more to come from the former england forward.  he can get better if we can supply him better   added keegan.  people want to write him off but if he has kept the articles of those people who have written him off he could throw them back at them and they would be left with a bit of egg on their face.  fowler s double strike helped city come back from two goals down to clinch a dramatic win at carrow road and keegan sympathised with norwich boss nigel worthington afterwards.  i feel a bit for nigel worthington   he said.  his team have got great character  they have a lot of drive and enthusiasm.  i know it is a killer blow for norwich but i really think they have brought something to the premiership.  the stadium and the atmosphere is great  it is just a tough league to stay in - as they are finding out and as we know.
1,kenyon denies robben barca return chelsea chief executive peter kenyon has played down reports that arjen robben will return for the champions league match against barcelona.   he s been responding well to treatment and started running on friday  but we ll have to wait and see   he told bbc five live s sportsweek.  we re looking to getting him back as soon as possible  but he ll be back when it s right for him and for us.  there s no plans at the moment around the barcelona game.  his comments contradict those of chiropractor jean pierre meersseman who treated the dutchman after he fractured his foot at the start of february. robben had been expected to be out for six weeks  but meersseman hinted that the winger could be fit for the vital stamford bridge game on 8 march.  i hope he can be back and i will try to help him make that happen   meersseman told the mail on sunday.  i put everything right with arjen s foot the last time i saw him 12 days ago. it was an obvious correction and easy to perform.  i know he was pleased with what i did and now that he is running again. i am due to see him one more time again in the next few days.  meersseman is the medical co-ordinator at italian side ac milan.
1,almagro continues spanish surge unseeded nicolas almagro became the fifth spaniard to reach the last eight at the buenos aires open  ousting eighth seed mariano zabaleta.  he showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. compatriot and seventh seed rafael nadal also reached the last eight  beating italian potito starace 6-1 6-3. nadal  playing in the outdoor clay event for the first time  hit some powerful forehands to oust starace in a match delayed over an hour by rain.  it s always a problem to have to stop for rain but one gets used to it   said spanish teenager nadal.  luckily  i was able to keep my pace going throughout the match.  he will now play gaston gaudio  who beat unseeded brazilian flavio saretta 6-3 6-2 in the day s late match.
0,deutsche boerse set to  woo  lse bosses of deutsche boerse and the london stock exchange are to meet amid talk that a takeover bid for the lse will be raised to Â£1.5bn ($2.9bn).  last month  the german exchange tabled a 530 pence-per-share offer for lse  valuing it at Â£1.3bn. paris-based euronext  owner of liffe in london  has also said it is interested in bidding for lse. euronext is due to hold talks with lse this week and it is reported to be ready to raise Â£1.4bn to fund a bid. euronext chief jean-francois theodore is scheduled to meet his lse counterpart clara furse on friday. deutsche boerse chief werner seifert is meeting ms furse on thursday  in the third meeting between the two exchanges since the bid approach in december.  the lse rejected deutsche boerse s proposed Â£1.3bn offer in december  saying it undervalued the business.  but it agreed to leave the door open for talks to find out whether a  significantly-improved proposal  would be in the interests of lse s shareholders and customers. in the meantime  euronext  which combines the paris  amsterdam and lisbon stock exchanges  also began talks with the lse. in a statement on thursday  euronext said any offer was likely to be solely in cash  but added that:  there can be no assurances at this stage that any offer will be made.  a deal with either bidder would create the biggest stock market operator in europe and the second biggest in the world after the new york stock exchange.  according to the ft  in its latest meeting deutsche boerse will adopt a charm offensive to woo the london exchange. the newspaper said the german suitor will offer to manage a combined cash and equities market out of london and let ms furse take the helm. other reports this week said the deutsche boerse might even consider selling its luxembourg-based clearstream unit - the clearing house that processes securities transactions. its ownership of clearstream was seen as the main stumbling block to a london-frankfurt merger. lse shareholders feared a deutsche boerse takeover would force them to use clearstream  making it difficult for them to negotiate for lower transaction fees.
1,veteran martinez wins thai title conchita martinez won her first title in almost five years with victory over anna-lena groenefeld at the volvo women s open in pattaya  thailand.  the 32-year-old spaniard came through 6-3 3-6 6-3 for her first title since berlin in 2000.  it feels really good   said martinez  who is playing her last season on the tour.  to come through like that in an important match feels good.  it s been nearly five years and i didn t think i could do it.  groenefeld was the more powerful player but could not match her opponent s relentless accuracy.  it was my first final  a new experience   said the german.  i think she played a good match  a tough match  but i tried to stay in there. i think the whole week was good for me.
0,the  ticking budget  facing the us the budget proposals laid out by the administration of us president george w bush are highly controversial. the washington-based economic policy institute  which tends to be critical of the president  looks at possible fault lines. us politicians and citizens of all political persuasions are in for a dose of shock therapy. without major changes in current policies and political prejudices  the federal budget simply cannot hold together. news coverage of the bush budget will be dominated by debates about spending cuts  but the fact is these will be large cuts in small programs. from the standpoint of the big fiscal trends  the cuts are gratuitous and the big budget train wreck is yet to come. under direct threat will be the federal government s ability to make good on its debts to the social security trust fund. as soon as 2018  the fund will begin to require some cash returns on its bond holdings in order to finance all promised benefits.  the trigger for the coming shock will be rising federal debt  which will grow in 10 years  by conservative estimates  to more than half the nation s total annual output.  this upward trend will force increased borrowing by the federal government  putting upward pressure on interest rates faced by consumers and business. even now  a growing share of us borrowing is from abroad. the us government cannot finance its operations without heavy borrowing from the central banks of japan and china  among other nations. this does not bode well for us influence in the world. the decline of the dollar is a warning sign that current economic trends cannot continue. the dollar is already sinking. before too long  credit markets are likely to react  and interest rates will creep upwards. that will be the shock.  interest-sensitive industries will feel pain immediately - sectors such as housing  automobiles  other consumer durables  agriculture  and small business. some will recall the news footage of angry farmers driving their heavy equipment around the us capitol in the late 1970s. there will be no need for constitutional amendments to balance the budget. the public outcry will force congress to act. whether it will act wisely is another matter. how did this happen   by definition  the deficit means too little revenue and too much spending - but this neutral description doesn t adequately capture the current situation. federal revenues are at 1950s levels  while spending remains where it has been in recent decades - much higher. in addition  the united states has two significant military missions. the bush administration s chosen remedy is the least feasible one. reducing domestic spending  or eliminating  waste  fraud and abuse  is toothless because this slice of the budget is too small to solve the problem. indeed  if congress were rash enough to balance the budget in this way  there would hardly be any such spending left. law enforcement  space exploration  environmental clean-up  economic development  the small business administration  housing  veterans  benefits  aid to state and local governments would all but disappear. it s fantasy to think these routine government functions could be slashed. the biggest spending growth areas are defence (including homeland security)  and health care for the elderly and the poor. to some extent  increases in these areas are inevitable. the us population is aging  and the nation does face genuine threats in the world. but serious savings can only be found where the big money is. savings in health care spending that do not come at the expense of health can only be achieved with wholesale reform of the entire system  public and private. brute force budget cuts or spending caps would ill-serve the nation s elderly and indigent.  on the revenue side  the lion s share of revenue lost to tax cuts enacted since 2000 will have to be replaced.  some rearranging could hold many people harmless and focus most of the pain on those with relatively high incomes. finally  blind allegiance to a balanced budget will have to be abandoned. there is no good reason to fixate on it  anyway. moderate deficits and slowly rising federal debt can be sustained indefinitely. borrowing for investments in education and infrastructure that pay off in future years makes sense. the sooner we face that reality  the sooner workable reforms can be pursued. first on the list should be tax reform to raise revenue  simplify the tax code  and restore some fairness eroded by the bush tax cuts. second should be a dispassionate re-evaluation of the huge increase in defence spending over the past three years  much of it unrelated to afghanistan  iraq  or terrorism. third must be the start of a serious debate on large-scale health care reform. one thing is certain - destroying the budget in order to save it is not going to equip the us economy and government for the challenges of this new century.
0,french suitor holds lse meeting european stock market euronext has met with the london stock exchange (lse) amid speculation that it may be ready to launch a cash bid.  euronext chief jean-francois theodore held talks with lse boss clara furse the day after rival deutsche boerse put forward its own bid case. the german exchange said it had held  constructive  professional and friendly  talks with the lse. but euronext declined to comment after the talks ended on friday. speculation is mounting that the germans may raise their bid to Â£1.5bn. deutsche boerse previously offered Â£1.3bn  which was rejected by the lse  while euronext is rumoured to have facilities in place to fund a Â£1.4bn cash bid. so far  however  neither have tabled a formal bid. but a deal with either bidder would create the biggest stock market operator in europe and the second biggest in the world after the new york stock exchange.  there was speculation euronext would use friday s meeting as an opportunity to take advantage of growing disquiet over deutsche boerse s own plans for dominance over the london market. unions for deutsche boerse staff in frankfurt has reportedly expressed fears that up to 300 jobs would be moved to london if the takeover is successful.  the works council has expressed concerns that the equities and derivatives trade could be managed from london in the future   reuters news agency reports a union source as saying. german politicians are also said to be angry over the market operator s promise to move its headquarters to london if a bid were successful.  meanwhile  lse shareholders fear that deutsche boerse s control over its clearstream unit - the clearing house that processes securities transactions - would create a monopoly situation. this would weaken the position of shareholders when negotiating lower transaction fees for share dealings. lse and euronext do not have control over their clearing and settlement operations  a situation which critics say is more transparent and competitive. the german group s ownership of clearstream has been seen as the main stumbling block to a london-frankfurt merger. commentators believe deutsche boerse  which has now formally asked german authorities to approve its plan to buy the lse  may offer to sell clearstream to gain shareholder approval. euronext  so far  has given little away as to what sweeteners it will offer the lse - europe s biggest equity market - into a deal.
0,card fraudsters  targeting web  new safeguards on credit and debit card payments in shops has led fraudsters to focus on internet and phone payments  an anti-fraud agency has said.  anti-fraud consultancy retail decisions says  card-not-present  fraud  where goods are paid for online or by phone  has risen since the start of 2005. the introduction of  chip and pin  cards has tightened security for transactions on the high street. but the clampdown has caused fraudsters to change tack  retail decisions said.  the introduction of chip and pin cards aimed to cut down on credit card fraud in stores by asking shoppers to verify their identity with a confidential personal pin number  instead of a signature. retail decisions chief executive carl clump told the bbc that there was  no doubt  that chip and pin would  reduce card fraud in the card-present environment .  however  it is important to monitor what happens in the card-not-present environment as fraudsters will turn their attention to the internet  mail order  telephone order and interactive tv   he said.  we have seen a 22% uplift in card-not-present fraud here in the uk... since the start of the year.  fraud doesn t just disappear  it mutates to the next weakest link in the chain   he said.  retail decisions  survey on the implementation of chip and pin found that shoppers had adapted easily to the new system  but that banks  performance in distributing the new cards had been patchy  at best.  the main issue is that not everyone has the pins they need   said mr clump. nearly two thirds - 65% - of the 1 000 people interviewed said they had used chip and pin to make payments. of these  83% were happy with the experience  though nearly a quarter said they struggled to remember their pin number. however  only 34% said they had received replacement cards with the necessary  chip  technology from all their card providers. furthermore  16% said that none of their cards had been replaced  while 30% said only some had. uk shoppers spent Â£5.3bn on plastic cards in 2003  the last full year for which figures are available from the association of payment clearing services (apacs). altogether  card scams on uk-issued cards totalled Â£402.4m in 2003. card-not-present fraud rose an annual 6% to Â£116.4m  making it the biggest category even then. within this  internet fraud totalled Â£43m  apacs  figures show.
1,holmes feted with further honour double olympic champion kelly holmes has been voted european athletics (eaa) woman athlete of 2004 in the governing body s annual poll.  the briton  made a dame in the new year honours list for taking 800m and 1 500m gold  won vital votes from the public  press and eaa member federations. she is only the second british woman to land the title after- sally gunnell won for her world 400m hurdles win in 1993. swedish triple jumper christian olsson was voted male athlete of the year. the accolade is the latest in a long list of awards that holmes has received since her success in athens. in addition to becoming a dame  she was also named the bbc sports personality of the year in december. her gutsy victory in the 800m also earned her the international association of athletics federations  award for the best women s performance in the world for 2004. and she scooped two awards at the british athletics writers  association annual dinner in october.
0,profits stall at china s lenovo profits at chinese computer firm lenovo have stood still amid slowing demand at home and stiffening competition.  the firm is in the international spotlight after last year signing a deal to buy the pc division of personal computer pioneer ibm. lenovo s profit for the three months to december was hk$327m (us$42m; Â£22m)  less than 1% up on the year before. chinese pc sales have risen by a fifth in each of the past two years  but are now growing more slowly. the company is still by far the biggest player in china  with more than a quarter of the market. but western firms such as dell and hewlett-packard are also mounting a more solid fight for market share in china  and lenovo s sales were down 3.7% by revenue to hk$6.31bn.  if the $1.75bn agreement lenovo signed with ibm on 8 december goes through  it will mark the end of an era. ibm pioneered the desktop pc market in the early 1980s  although strategic mis-steps helped lose it its early dominance. in any case  margins in pc market are now wafer thin  and profits have been hard to come by for most vendors except direct-sales giant dell. but investors have been less than impressed with lenovo s move  designed to take it out of china and further onto the world stage. its shares are down 20% since the announcement two months ago  largely because of the unprofitability of the unit it is buying. there have been rumours that the deal could be in trouble because us government agencies fear it could offer china opportunities for industrial espionage. the reports of the possibility of an investigation into the risk sent lenovo s shares up 6% in late january.
1,ferguson fears milan cutting edge manchester united manager sir alex ferguson said his side s task against ac milan would not be made any easier by the absence of andriy shevchenko.  milan s talismanic european footballer of the year misses wednesday s champions league first-leg tie after fracturing his cheekbone.  it s a loss (to milan)  but it could be worse if they didn t have such quality to bring in   ferguson said.  how much they miss him i think they ll know tomorrow night.  ferguson said milan s front line would still represent a formidable challenge for his defenders.  they can play rui costa and play kaka forward. they can bring serginho in and they can play (jon dahl) tomasson   he said. ferguson s own goalscoring talisman ruud van nistelrooy is fit again  but the scot admitted he was unsure whether to start the dutchman  who has not played for three months.   ruud is the best striker in europe. what i have to judge is whether he will struggle with the early pace after being out for so long   he said.  his ability puts him in with a big shout but it is a major decision.  ferguson  though  is confident his young players  particularly wayne rooney and cristiano ronaldo  are up to the task.  we have an opportunity to win this cup this year  no question about that   he declared.  with the maturity we see every week in ronaldo and rooney  the return of van nistelrooy and the form of roy keane  paul scholes and ryan giggs  we must have a fantastic chance.  it is a view shared by rooney  who believes  if we can get past milan  we have a great chance .  as soon as i knew we were playing milan  i got excited. looking at the draw  it is anyone s trophy but we have every chance.  hopefully  we can get to that final in turkey and bring the cup back to manchester.  milan coach carlo ancelotti said his team were looking forward to returning to the venue where they lifted europe s most prestigious club title two seasons ago. milan beat juventus in a penalty shootout after a 0-0 tie at old trafford and ancelotti said:  we are all very happy to return (to old trafford) to play in the champions league and this will give us great motivation.  ancelotti said he was aware of the threat united posed to his hopes of champions league glory.  it s fundamental that we don t allow them to take control of the game. our intention is not to adapt to their play but to play our game   he said.  they have great quality in attack  they use the wings a lot and we will have to make sure we stop them.
0,alfa romeos  to get gm engines  fiat is to stop making six-cylinder petrol engines for its sporty alfa romeo subsidiary  unions at the italian carmaker have said.  the unions claim fiat is to close the fiat powertrain plant at arese near milan and instead source six-cylinder engines from general motors. fiat has yet to comment on the matter  but the unions say the new engines will be made by gm in australia. the news comes a week after gm pulled out of an agreement to buy fiat. gm had to pay former partner fiat 1.55bn euros ($2bn; Â£1.1bn) to get out of a deal which could have forced it to buy the italian carmaker outright. fiat and gm also ended their five-year alliance and two joint ventures in engines and purchasing  but did agree to continue buying each other s engines.   powertrain told us today that alfa romeo engines will no longer be made in arese   said union leader vincenzo lilliu  as reported by the reuters news agency.  the assembly line will be dismantled and the six-cylinder alfa romeo motor will be replaced with an engine gm produces in australia.  reuters also said that mr lilliu and other union bosses shouted insults at fiat chairman luca di montezemolo  following a meeting on tuesday regarding the future of the arese plant. the unions said the end of engine production at the facility would mean the loss of 800 jobs. all alfa romeo models can be bought with a six-cylinder engine - the 147  156  156 sportwagon  166  gtv  gt and spider.
1,aragones angered by racism fine spain coach luis aragones is furious after being fined by the spanish football federation for his comments about thierry henry.  the 66-year-old criticised his 3000 euros (Â£2 060) punishment even though it was far below the maximum penalty.  i am not guilty  nor do i accept being judged for actions against the image of the sport   he said.  i m not a racist and i ve never lacked sporting decorum. i ve never done that and i have medals for sporting merit.  aragones was handed the fine on tuesday after making racist remarks about henry to arsenal team-mate and spanish international jose reyes last october.  the spanish football federation at first declined to take action against aragones  but was then requested to do so by spain s anti-violence commission. the fine was far less than the expected amount of about Â£22 000 or even the suspension of his coaching licence. arsenal boss arsene wenger  who was fined Â£15 000 in december for accusing manchester united striker ruud van nistelrooy of cheating  believes that aragones  punishment was too lenient.  you compare his fine and my fine  and if you consider his was for racist abuse  then you seem to get away with it more in spain than you should   wenger said.  he shouldn t have said what he said  and how much money is enough  i don t know but it doesn t look a big punishment.  however  aragones insists the fine is unjustified and unfair.  i have been treated like islero (the bull that killed famous bullfighter manolete)   said aragones on hearing he had been fined for his actions.  i have not liked one thing about this whole affair and i do not agree with the sanction. they have looked for a scapegoat.  spain s anti-violence commission must now ratify the spanish fa s decision and has until next week to announce its verdict. aragones has 10 days to appeal  and the commission can also appeal. alberto flores  president of the spanish fa s disciplinary committee  said no-one in the committee felt aragones was a racist nor had  acted in a racist way.   a fine  the highest we could apply  is sufficient punishment. suspension would have been a bit exaggerated   flores told sports daily marca.
1,chepkemei joins edinburgh line-up susan chepkemei has decided she is fit enough to run in next month s great edinburgh international cross country.  the kenyan was initially unsure if she would have recovered from her gruelling tussle with paula radcliffe in the new york marathon in time to compete. but she has declared herself up to the task and joins a field headed by world cross country champion benita johnson. race director matthew turnbull said:  susan will add even more strength in depth to the world-class line up.  chepkemei  who won the six kilometre event three years ago when it was staged in newcastle  endured an epic battle with radcliffe in the big apple until the briton outsprinted her in the final 400m. tirunesh dibaba of ethiopia will defend the title she won last year in tyneside - before the race was moved north of the border. recently-crowned european cross country champion briton hayley yelling also competes in edinburgh on 15 january  as does in-form scot kathy butler.
1,ireland v usa (sat) saturday 20 november  lansdowne road  dublin  1300 gmt  the irish coach knows a repeat of the record 83-3 victory over the states in 2000 is not on the agenda and expects a real test at lansdowne road.  their coach tom billups will have them very organised   said o sullivan.  they ran five tries past the french in the summer  so we will not take them for granted. we have guys coming into the team who are chomping at the bit.  the irish line-up shows nine changes from the team which started against south africa with winger tommy bowe and flanker denis leamy making their international debuts. the other changes see recalls for backs david humphreys  kevin maggs and guy easterby with eric miller  marcus horan  donnacha o callaghan and frank sheehan all returning to the pack.  o sullivan said the players coming in had the opportunity to stake claims for inclusion against argentina on 27 november. easterby gets a rare start at scrum-half while humphreys  now effectively ronan o gara s deputy at fly-half  wins his 65th cap.  we have got to get the focus right on the day   said ulster man humphreys.  the us may be classed as weaker opposition  but we will treat them with the respect they deserve.  the states lost 39-31 against france in their last international and are ranked 16th in world rugby. the americans have made three changes  plus one positional switch from the game in july against the french. lock alec parker  blind-side flanker brian surgener and right wing al lakomskis return and captain kort schubert of the cardiff blues shifts to number eight. schubert is the only eagles player remaining from the sides  meeting four years ago.  g murphy; s horgan  b o driscoll (capt)  k maggs  t bowe; d humphreys  g easterby; m horan. f sheahan  j hayes  d o callaghan  p o connell  s easterby  d leamy  e miller.  s byrne  s best  l cullen  a foley  p stringer  r o gara  g dempsey.  viljoen; lakomskis  emerick  sika  fee  hercus  timoteo; macdonald  wyatt  waasdorp  parker  klerck  surgener  petruzzella  schubert (capt).  hobson  osentowski  gouws  mo unga  williams  sherman  tuipulotu.
1,navratilova hits out at critics martina navratilova has defended her decision to prolong her tennis career at the age of 48.  navratilova  who made a comeback after retiring in 1994  will play doubles and mixed doubles events in 2005.  women s tennis is really strong   she said  dismissing suggestions that the fact she could still win reflected badly on the women s game.  all i can say is i m that damn good. i m sorry but i really have to blow my own horn here. i m still that good.  navratilova has won three grand slam mixed doubles titles since she came out of retirement. and she was so encouraged by her form that she decided to resume playing singles  winning two of her seven matches. she was knocked out in the first round of the french open but reached the second round at wimbledon. navratilova will partner nathalie dechy in the doubles event at the uncle toby s hardcourts tournament on australia s gold coast  which begins on sunday. she will then link up with daniela hantuchova for the australian open doubles  and play in the mixed doubles with leander paes.  i might be playing some singles events this season  depending on the surface   she added.
1,hewitt falls to dent in adelaide lleyton hewitt suffered a shock defeat to taylor dent in the quarter-finals of the australian hardcourt championships in adelaide on friday.  the top seed was a strong favourite for the title but went down 7-6 (7-4) 6-3 to the american. dent will face juan ignacio chela next after the fourth seed was too strong for jurgen melzer. olivier rochus beat third seed nicolas kiefer 6-7 (4-7) 7-6 (8-6) 7-5 and will take on second seed joachim johansson. the swede reached the last four by beating compatriot thomas enqvist 6-3 4-6 6-1.  i felt like i was striking the ball much better   said johansson.   i felt like i had a lot of break chances  i didn t take care of them all  but i broke him four times and he only broke me once.  i felt that was the key to get up in the set early.  hewitt played down his defeat and insisted he is focused solely on the australian open  which starts on 17 january.  when you ve been number one in the world for a couple of years and won a couple of slams  you look at the big picture and what motivates you   said hewitt.  that s the grand slams and melbourne s as big for me as any of the four. even if i don t win sydney next week it s no big deal.
